2025-04-05 15:30:57.465820 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.038842 | 22:55:7e:84:10:17 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.039745 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.043813 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.045863 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.050009 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.054119 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.058590 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.064056 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.067036 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.068066 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.124813 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.136210 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.143356 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.166375 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.207566 | 52:9f:14:d9:81:25 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.227194 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.233407 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.238602 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.255177 | 54:4b:54:24:74:37 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.268701 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.295769 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.303021 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.329583 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.340989 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.347593 | 52:9f:14:d9:81:25 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.355764 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.356350 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.357162 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.357927 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.359771 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.359899 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.360249 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.364807 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.365571 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.366370 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.371068 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.371273 | b8:c6:aa:72:e5:fa | N/A | -41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.372313 | b8:c6:aa:72:e5:fa | N/A | -41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.372764 | b8:c6:aa:72:e5:fa | N/A | -41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.373557 | b8:c6:aa:72:e5:fa | N/A | -41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.375194 | b8:c6:aa:72:e5:fa | N/A | -41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.376220 | b8:c6:aa:72:e5:fa | N/A | -41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.379862 | 52:9f:14:d9:81:25 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.380428 | 52:9f:14:d9:81:25 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.380608 | 52:9f:14:d9:81:25 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.392312 | 00:e0:20:5c:07:c5 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.409551 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.416624 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.421948 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.432087 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.432303 | 52:9f:14:d9:81:25 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.443427 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.452736 | a0:de:0f:60:67:8d | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.473442 | 30:cc:21:14:be:83 | N/A | -18 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.534380 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.534868 | 52:9f:14:d9:81:25 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.545837 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.553841 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.554960 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.556077 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.556690 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.570049 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.575917 | 30:cc:21:14:be:83 | N/A | -18 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.621834 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.633387 | da:a1:19:45:6d:bd | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.634708 | da:a1:19:45:6d:bd | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.638014 | 54:4b:54:2b:84:8f | N/A | -63 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.646186 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.648458 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.652592 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.655685 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.659763 | 30:cc:21:14:be:83 | N/A | -18 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.659902 | da:a1:19:45:6d:bd | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.660166 | da:a1:19:45:6d:bd | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.660649 | da:a1:19:45:6d:bd | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.663551 | 30:cc:21:14:be:83 | N/A | -18 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.667578 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.675710 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.678848 | 30:cc:21:14:be:83 | N/A | -18 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.681380 | 30:cc:21:14:be:83 | N/A | -18 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.684577 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.687623 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.695572 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.704478 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.707442 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.709871 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.712846 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.713843 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.718370 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.723621 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.726036 | da:a1:19:f5:c7:09 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.729733 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.731605 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.739199 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.741263 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.743347 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.750598 | 56:4b:54:3b:84:8f | N/A | -61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.753011 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.770086 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.774089 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.780663 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.787530 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.819710 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.841589 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.842059 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.847711 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.852969 | 56:4b:54:3b:84:8f | N/A | -61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.853140 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.871901 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.876736 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.879619 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.879971 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.880009 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.880024 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.880097 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.880122 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.880138 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.880187 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.880972 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.881010 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.881026 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.881044 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.883461 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.884254 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.884405 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.884480 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.884529 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.884578 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.884627 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.885302 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.885345 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.885360 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.885376 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.885439 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.888712 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.889706 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.911332 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.916921 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.922409 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.927613 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.936680 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.936893 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.936966 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.937374 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.937411 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.937476 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.937499 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.937515 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.937562 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.937612 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.937661 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.938515 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.938557 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.938571 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.938588 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.938606 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.938624 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.938640 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.938657 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.939508 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.939546 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.939561 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.939579 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.939597 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.939658 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.939708 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.940501 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.944016 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.945044 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.955442 | 56:4b:54:3b:84:8f | N/A | -61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.981326 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.985377 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:21.986158 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.001829 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.007380 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.012934 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.025185 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.031288 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.036859 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.046388 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.053892 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.054910 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.058088 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.059530 | 52:9f:14:d9:81:25 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.059890 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.060188 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.060529 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.060569 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.060974 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.061012 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.061029 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.061045 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.061106 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.061716 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.066926 | a0:de:0f:60:67:8d | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.071275 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.087861 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.106623 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.117197 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.122773 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.138642 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.144552 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.145667 | 32:fa:bb:95:5e:e2 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.149328 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.150119 | 32:fa:bb:95:5e:e2 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.160285 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.160458 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.169324 | a0:de:0f:60:67:8d | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.183300 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.190318 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.191140 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.205368 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.215824 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.221220 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.237794 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.251186 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.259075 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.262562 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.262772 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.264135 | 54:4b:54:24:74:37 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.280888 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.292713 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.297037 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.297958 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.324179 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.350202 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.353578 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.365019 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.395222 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.456008 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.467404 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.497424 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.518706 | 00:e0:20:5c:07:c5 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.558397 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.569804 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.578932 | a0:de:0f:60:67:8d | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.600075 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.660807 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.672205 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.678198 | 52:9f:14:d9:81:25 | N/A | -78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.679389 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
